"qx","qy","x","y","stems","ba_ha","h_mean","h_max","h_p95","h_sd","cover"
320,240,747899.410157099,4309091.63254103,5,2.12754544987326,23.7308771929825,39.81,37.715,13.6373207253215,0.786967418546366
340,240,747919.433091722,4309092.26020264,10,26.481093160685,30.5270426065163,40.51,39.59,11.3976949655766,0.899749373433584
360,240,747939.456026344,4309092.88786425,9,21.39781953259,21.6499501246883,37.9,36.64,15.2021478251432,0.698254364089776
380,240,747959.478960966,4309093.51552586,10,33.1530309237922,20.5591729323308,35.97,35.22,14.0111215540972,0.709273182957393
0,260,747578.418257715,4309101.53200344,11,43.4993361846299,30.167025,39.85,39.14,12.6153777902746,0.865
20,260,747598.441192337,4309102.15966505,11,24.3017899718438,27.332319201995,39.63,38.42,12.8508953329274,0.837905236907731
40,260,747618.464126959,4309102.78732666,20,39.72153174878,28.1514035087719,40.23,39.3,13.4679733839372,0.844611528822055
60,260,747638.487061582,4309103.41498828,7,15.2059956667676,25.760425,39.09,38.1615,14.9055261175672,0.77
80,260,747658.509996204,4309104.04264989,17,43.9718513546839,23.0375810473815,37.12,36.02,13.1802116403357,0.807980049875312
100,260,747678.532930826,4309104.6703115,13,24.9988701117672,18.8821105527638,34.41,31.9975,12.7466988888125,0.733668341708543
120,260,747698.555865449,4309105.29797311,12,27.3615637717617,15.8656390977444,31.55,30.221,11.9062034854634,0.68671679197995
140,260,747718.578800071,4309105.92563473,12,13.8628469976334,17.1277556109726,35.18,34.01,13.4103911743888,0.695760598503741
160,260,747738.601734693,4309106.55329634,15,47.3749226918228,22.073743718593,34.47,32.6545,11.6100137358553,0.809045226130653
180,260,747758.624669316,4309107.18095795,14,42.9462980678736,15.9722942643392,29.28,28.05,10.3384547792788,0.758104738154613
200,260,747778.647603938,4309107.80861956,15,41.376483488783,10.92915,33.11,28.42,10.0585791647994,0.655
220,260,747798.67053856,4309108.43628118,13,16.8067745684502,16.40715,34.41,30.89,11.3786526098453,0.7725
240,260,747818.693473183,4309109.06394279,15,38.1658543366305,15.1249625935162,32.37,30.64,12.0967579979554,0.750623441396509
260,260,747838.716407805,4309109.6916044,13,30.0941406968082,25.8384461152882,38.11,36.8,11.7881857257596,0.87218045112782
280,260,747858.739342427,4309110.31926601,12,38.0032376468991,22.711025,38.78,36.7015,11.7286370913002,0.8425
300,260,747878.76227705,4309110.94692763,12,22.7958871682997,16.5725436408978,35.66,33.38,11.3343521876513,0.830423940149626
320,260,747898.785211672,4309111.57458924,13,38.5367978892032,24.5225313283208,38.8,37.22,12.3197405979346,0.834586466165414
340,260,747918.808146295,4309112.20225085,9,42.0540464843459,18.148325,36.2,34.3435,13.7913090916173,0.6725
360,260,747938.831080917,4309112.82991247,10,27.0222324952658,20.222075,38.49,35.4885,14.078927620801,0.7175
380,260,747958.854015539,4309113.45757408,19,59.5050438963229,22.2178696741855,38.2,36.516,14.7423980315845,0.714285714285714
0,280,747577.793312287,4309121.47405165,18,39.4511780659846,23.77085,39.56,38.7075,16.2475685253198,0.6925
20,280,747597.81624691,4309122.10171327,18,57.076376790603,29.945825,39.96,38.7905,11.8417965564176,0.8875
40,280,747617.839181532,4309122.72937488,22,29.3601664781592,28.3842355889724,39.96,38.62,13.1597834655032,0.857142857142857
60,280,747637.862116154,4309123.35703649,21,57.0401895702245,29.1222305764411,40.22,39.11,13.7670298299474,0.842105263157895
80,280,747657.885050777,4309123.9846981,10,9.26761978827355,26.8751,39.64,38.742,12.947521626964,0.89
100,280,747677.907985399,4309124.61235972,14,36.9542402249114,23.2485714285714,34.01,32.406,10.8934714307861,0.844611528822055
120,280,747697.930920021,4309125.24002133,14,29.3660176944765,14.8163909774436,30.67,29.051,10.9734813744269,0.741854636591479
140,280,747717.953854644,4309125.86768294,17,41.0287680868928,14.75525,32.48,29.7795,12.3762077079603,0.6325
160,280,747737.976789266,4309126.49534456,6,20.1845560847277,15.3834335839599,32.09,29.28,10.6881376498474,0.764411027568922
180,280,747757.999723888,4309127.12300617,11,40.402550496262,14.696375,28.47,25.68,9.93465845946102,0.74
200,280,747778.022658511,4309127.75066778,12,47.3113447104958,9.60620603015075,31.44,27.188,9.63787987011117,0.706030150753769
220,280,747798.045593133,4309128.37832939,8,25.7577218172419,21.7477889447236,34.41,32.3245,10.1694020805427,0.871859296482412
240,280,747818.068527755,4309129.00599101,13,42.1232007926331,23.898625,38.68,37.367,12.276717306713,0.8275
260,280,747838.091462378,4309129.63365262,7,20.2740325704927,20.1219298245614,38.16,35.73,11.4057379782824,0.842105263157895
280,280,747858.114397,4309130.26131423,12,15.5989303679153,23.6582957393484,37.35,34.177,10.3815660751943,0.869674185463659
300,280,747878.137331623,4309130.88897584,6,10.8065682195427,18.7806,37.64,35.9915,14.6400627297778,0.65
320,280,747898.160266245,4309131.51663746,12,37.9143502097566,18.9610275689223,36.88,35.05,15.1029521955759,0.629072681704261
340,280,747918.183200867,4309132.14429907,15,13.0952184676828,17.4966583541147,34.22,31.16,12.6407919572108,0.72069825436409
360,280,747938.20613549,4309132.77196068,14,58.0067594549636,18.7727568922306,38.45,35.551,13.8820305712982,0.699248120300752
380,280,747958.229070112,4309133.39962229,15,29.6984963719967,20.8975689223058,38.53,36.735,15.6080856141079,0.669172932330827
0,300,747577.16836686,4309141.41609987,18,49.7744515256806,29.4187468671679,40.44,39.48,13.8945997583886,0.829573934837093
20,300,747597.191301483,4309142.04376148,13,31.2655424225614,28.6400498753117,39.78,38.24,13.4959306643709,0.837905236907731
40,300,747617.214236105,4309142.6714231,19,33.8641500558864,28.5228822055138,39.85,39.285,13.93642245405,0.824561403508772
60,300,747637.237170727,4309143.29908471,10,7.84911216536142,28.499025,40.19,39.69,13.8269893101438,0.8575
80,300,747657.26010535,4309143.92674632,6,9.45256142079957,25.3424438902743,38.88,37.69,14.300335625868,0.798004987531172
100,300,747677.283039972,4309144.55440793,13,21.657904134399,26.557619047619,38.43,37.255,11.7400809451311,0.882205513784461
120,300,747697.305974594,4309145.18206955,12,30.5687764419034,21.3745137157107,35.17,33.81,11.6698973999533,0.798004987531172
140,300,747717.328909217,4309145.80973116,8,12.6336399670542,17.8717,34.54,31.8505,12.7152945462736,0.6925
160,300,747737.351843839,4309146.43739277,8,12.5032442369761,19.9499248120301,35.49,33.306,13.0081211295469,0.756892230576441
180,300,747757.374778461,4309147.06505438,16,36.4018500616399,16.6772139303483,29.11,27.186,11.0117523570987,0.723880597014925
200,300,747777.397713084,4309147.692716,10,19.995294762303,22.5143107769424,36.69,34.636,11.6792559076527,0.862155388471178
220,300,747797.420647706,4309148.32037761,14,33.3552709508671,23.2730827067669,38.23,37.44,13.9932977952522,0.774436090225564
240,300,747817.443582328,4309148.94803922,11,32.262507216224,25.2331343283582,37.54,36.999,14.0958406035633,0.796019900497512
260,300,747837.466516951,4309149.57570083,8,12.5574367102505,19.8459296482412,36.32,33.682,13.698035068969,0.726130653266332
280,300,747857.489451573,4309150.20336245,21,31.2083261663579,16.3805,34.48,31.864,12.4297232188913,0.7075
300,300,747877.512386195,4309150.83102406,13,42.3691285925469,23.56675,35.96,35.01,13.2797206064723,0.7775
320,300,747897.535320818,4309151.45868567,14,31.6023604249344,21.1161403508772,38.81,36.955,15.200299112382,0.681704260651629
340,300,747917.55825544,4309152.08634728,11,33.7511116252194,25.2704228855721,39.64,38.6495,14.6981927424951,0.761194029850746
360,300,747937.581190062,4309152.7140089,9,19.0678573410551,25.176992481203,39.28,37.44,13.0490660624797,0.81453634085213
380,300,747957.604124685,4309153.34167051,16,47.7770858213905,23.7603007518797,37.84,36.481,14.3965685787966,0.754385964912281
0,320,747576.543421433,4309161.35814809,12,46.5746019633208,29.0193467336683,39.73,38.93,13.610201133232,0.839195979899497
20,320,747596.566356055,4309161.9858097,17,62.8903456000149,26.4032089552239,40.17,38.598,14.5670388497113,0.786069651741294
40,320,747616.589290678,4309162.61347131,17,30.6545615563005,30.5876884422111,39.48,38.7575,12.2424170405964,0.894472361809045
60,320,747636.6122253,4309163.24113292,13,44.3622335118006,28.735225,40.28,39.12,14.142276847646,0.8625
80,320,747656.635159922,4309163.86879454,11,19.618735612862,30.6942144638404,39.89,39.38,12.8377015833789,0.887780548628429
100,320,747676.658094545,4309164.49645615,14,37.8606682452884,26.8584962406015,39.54,38.151,14.0233640378853,0.832080200501253
120,320,747696.681029167,4309165.12411776,16,18.2639630509096,28.1683084577114,37.09,35.729,10.5971987840752,0.912935323383085
140,320,747716.70396379,4309165.75177937,17,25.586917351657,17.8778947368421,37.26,33.57,13.3519804331185,0.68671679197995
160,320,747736.726898412,4309166.37944099,15,52.9303187908901,24.3361654135338,37.36,35.285,13.5341677270168,0.786967418546366
180,320,747756.749833034,4309167.0071026,9,20.0635262277481,26.3832587064677,37.86,36.419,10.3792968485375,0.907960199004975
200,320,747776.772767657,4309167.63476421,9,37.1861879375167,19.6945363408521,37.53,36.68,15.2327901152921,0.661654135338346
220,320,747796.795702279,4309168.26242582,12,28.7290990538693,23.6878195488722,38.38,37.27,14.7370608439782,0.75187969924812
240,320,747816.818636901,4309168.89008744,8,20.8465878316095,25.5111970074813,37.8,37.42,14.0683555742521,0.795511221945137
260,320,747836.841571524,4309169.51774905,13,33.1889628897677,20.2116290726817,37.32,36.54,14.6920988612075,0.744360902255639
280,320,747856.864506146,4309170.14541066,16,35.434416238921,12.4308,35.41,31.712,11.2125733157426,0.6725
300,320,747876.887440768,4309170.77307227,14,22.2424956223698,20.1320802005013,36.47,35.072,14.9626701468421,0.674185463659148
320,320,747896.910375391,4309171.40073389,11,29.7661780587275,15.5093718592965,37.65,36.066,16.3816423444561,0.49748743718593
340,320,747916.933310013,4309172.0283955,15,19.7226241549254,22.2632,40.89,39.1605,15.7821172318799,0.7075
360,320,747936.956244635,4309172.65605711,9,24.8456978349507,19.0390201005025,36.59,33.681,14.1934736943051,0.653266331658292
380,320,747956.979179258,4309173.28371872,12,46.5936675037373,23.1145614035088,40.48,39.058,15.5164131043142,0.716791979949875
0,340,747575.918476006,4309181.3001963,10,10.5611116585269,29.1568922305764,40.07,39.2,12.1804374778443,0.87719298245614
20,340,747595.941410628,4309181.92785791,16,47.5849970655775,22.44155,38.22,36.112,13.1309816004737,0.7775
40,340,747615.964345251,4309182.55551953,11,27.8142280032358,28.0528571428571,38.64,37.874,13.1142271838753,0.852130325814536
60,340,747635.987279873,4309183.18318114,13,31.8064265027391,29.197619047619,38.64,37.106,12.0533523390084,0.894736842105263
80,340,747656.010214495,4309183.81084275,13,28.2670885842508,28.5554887218045,39.43,38.833,14.3792685145775,0.817042606516291
100,340,747676.033149118,4309184.43850436,14,13.533549182675,26.2711809045226,39.84,38.6885,14.8245453199079,0.819095477386935
120,340,747696.05608374,4309185.06616598,16,29.5843780188551,29.1658,38.34,37.9605,12.4530399046646,0.88
140,340,747716.079018362,4309185.69382759,8,17.2741453805339,26.7104271356784,36.17,35.6315,12.0622140641525,0.85678391959799
160,340,747736.101952985,4309186.3214892,13,26.1205954036856,19.8570676691729,35.54,34.303,14.417778621369,0.68671679197995
180,340,747756.124887607,4309186.94915081,10,15.0356231701726,20.866175,37.06,36.0715,15.0794628425027,0.685
200,340,747776.14782223,4309187.57681243,16,29.318501105591,24.3664912280702,38.03,37.266,15.4107377633699,0.731829573934837
220,340,747796.170756852,4309188.20447404,10,31.3101334032883,24.4261152882206,39.8,38.805,16.4370886752286,0.716791979949875
240,340,747816.193691474,4309188.83213565,8,27.5897415731828,24.6653366583541,38.57,37.57,15.1229562073319,0.748129675810474
260,340,747836.216626096,4309189.45979726,12,16.9771470650452,23.6495739348371,37.47,36.676,13.6812794396008,0.804511278195489
280,340,747856.239560719,4309190.08745888,12,40.0520076609836,24.4798753117207,39.17,37.47,13.9336078326618,0.773067331670823
300,340,747876.262495341,4309190.71512049,17,49.5447225628869,22.384025,40.73,39.3,16.622967640657,0.66
320,340,747896.285429964,4309191.3427821,9,14.9473051466985,21.1207268170426,40.25,38.162,16.3054213391835,0.651629072681704
340,340,747916.308364586,4309191.97044371,17,37.3458201142273,17.9935820895522,38.36,35.1285,15.2021169481495,0.59452736318408
360,340,747936.331299208,4309192.59810533,13,19.4348739028107,26.606992481203,39.81,38.921,14.2919993599907,0.799498746867168
380,340,747956.35423383,4309193.22576694,13,28.3806178887699,26.9607788944724,41.55,40.369,15.8410885291946,0.781407035175879
0,360,747575.293530579,4309201.24224452,12,36.4089775499727,25.4058897243108,36.86,36.26,12.754703562321,0.824561403508772
20,360,747595.316465201,4309201.86990613,11,26.4715505729997,26.7162189054726,36.39,35.81,12.4330040279469,0.838308457711443
40,360,747615.339399823,4309202.49756774,10,8.20387651576805,22.8626065162907,38.35,36.91,14.5173703172336,0.754385964912281
60,360,747635.362334446,4309203.12522935,10,15.4118092554859,28.5220448877805,39.67,38.2,13.0268130526227,0.840399002493766
80,360,747655.385269068,4309203.75289097,12,61.9933227226446,26.8143,39.81,37.141,13.6428077027802,0.825
100,360,747675.40820369,4309204.38055258,15,36.8235892404302,28.0890476190476,40.15,38.163,13.5113520703549,0.864661654135338
120,360,747695.431138313,4309205.00821419,17,43.5836486774706,29.0750374064838,38.32,37.49,12.3131433663828,0.875311720698254
140,360,747715.454072935,4309205.6358758,20,24.2821550177589,23.952,37.03,36.2405,13.2706104325737,0.795
160,360,747735.477007558,4309206.26353742,20,36.8409072699331,26.234824120603,37.24,35.1715,11.7925441092448,0.85678391959799
180,360,747755.49994218,4309206.89119903,19,34.995889174388,20.8964925373134,40.02,36.7795,15.4894429782595,0.691542288557214
200,360,747775.522876802,4309207.51886064,10,36.5001819116972,22.1936934673367,37.87,37.48,16.2784368250614,0.685929648241206
220,360,747795.545811425,4309208.14652225,12,21.2903181589749,25.1340399002494,40.49,39.65,16.7715224901738,0.703241895261845
240,360,747815.568746047,4309208.77418387,12,31.0297069890472,25.29425,40.24,38.8435,15.6778105549529,0.735
260,360,747835.591680669,4309209.40184548,11,38.3956225693325,19.6025563909774,37.11,36.06,14.626935605493,0.676691729323308
280,360,747855.614615292,4309210.02950709,12,25.7870171687366,24.7916458852868,39.47,38.99,15.2690869171765,0.748129675810474
300,360,747875.637549914,4309210.6571687,12,27.7763129068978,20.02525,40.18,39.092,17.7438738890067,0.57
320,360,747895.660484536,4309211.28483032,12,39.5830856875272,21.0229573934837,39.92,39.1,17.9645182891861,0.581453634085213
340,360,747915.683419159,4309211.91249193,13,35.1369663194883,22.8709975062344,40.21,39.55,16.7620082926389,0.665835411471322
360,360,747935.706353781,4309212.54015354,11,37.2483914720578,21.400525,39.36,38.6715,16.4342662367758,0.665
380,360,747955.729288404,4309213.16781515,13,22.2199743300344,18.7622194513716,39.25,36.87,15.3779570916205,0.708229426433915
0,380,747574.668585152,4309221.18429273,12,25.2491372365338,27.4658,37.94,36.913,13.2228317526503,0.825
20,380,747594.691519774,4309221.81195434,12,21.0645750918604,22.1701995012469,37.41,36.19,14.2139658069133,0.750623441396509
40,380,747614.714454396,4309222.43961596,16,32.3278916133269,22.6382205513784,37.74,35.69,12.5365535321235,0.827067669172932
60,380,747634.737389019,4309223.06727757,10,29.4509192359398,19.9228428927681,39.56,37.59,14.7638704071038,0.693266832917706
80,380,747654.760323641,4309223.69493918,11,18.201406087195,21.73465,37.5,35.342,13.4642793130955,0.78
100,380,747674.783258263,4309224.32260079,12,42.073936692834,28.4515288220551,38.64,38.121,13.4371955982741,0.837092731829574
120,380,747694.806192886,4309224.95026241,13,31.4367984920902,29.238578553616,40.02,38.34,13.7523226301756,0.825436408977556
140,380,747714.829127508,4309225.57792402,14,54.961358441436,29.0680952380952,38.38,37.661,12.814909888807,0.852130325814536
160,380,747734.85206213,4309226.20558563,16,9.13783274177212,29.9098997493734,38.89,37.81,11.0174186887305,0.897243107769424
180,380,747754.874996753,4309226.83324724,16,30.5657330240202,30.73205,39.93,39.2545,12.5823645250048,0.875
200,380,747774.897931375,4309227.46090886,16,39.3189170152684,19.4602005012531,39.29,38.222,17.1683978835926,0.581453634085213
220,380,747794.920865997,4309228.08857047,14,43.4707280565282,24.480025,39.48,39.08,16.847331872657,0.7175
240,380,747814.94380062,4309228.71623208,17,30.4465292177705,26.9683668341709,40.28,39.5615,15.6150959251534,0.763819095477387
260,380,747834.966735242,4309229.34389369,9,15.6341947454519,17.3374874371859,37.45,36.3535,14.2297994597102,0.64321608040201
280,380,747854.989669864,4309229.97155531,12,40.9837844070842,24.63375,39.11,38.15,14.4440152269787,0.77
300,380,747875.012604487,4309230.59921692,8,14.99340801889,22.5235087719298,39.59,38.304,15.8250793489734,0.691729323308271
320,380,747895.035539109,4309231.22687853,14,20.8239487295495,24.719022556391,42.41,40.51,17.2232185313864,0.699248120300752
340,380,747915.058473732,4309231.85454014,15,25.7595675029258,23.254325,41.45,40.211,17.6224782989757,0.6475
360,380,747935.081408354,4309232.48220176,11,36.0948575545219,18.9888721804511,39.18,37.342,15.4597092804614,0.74937343358396
380,380,747955.104342976,4309233.10986337,10,18.9666784226554,13.5808,35.33,31.3,9.50334558475372,0.8925
0,400,747574.043639725,4309241.12634095,14,15.7191944616855,17.30385,35.44,34.471,14.7876549535436,0.6475
20,400,747594.066574347,4309241.75400256,15,62.7267275276251,27.4685175879397,38.24,37.2915,10.6276845386633,0.9321608040201
40,400,747614.089508969,4309242.38166417,9,25.1751134596336,22.9039097744361,36.21,35.165,12.8077914513465,0.802005012531328
60,400,747634.112443592,4309243.00932578,10,34.003695674568,26.139375,38.27,36.103,12.667255276894,0.845
80,400,747654.135378214,4309243.6369874,12,40.3313934226581,23.320701754386,38.27,36.021,13.569662846127,0.781954887218045
100,400,747674.158312836,4309244.26464901,21,56.011808850026,30.8142606516291,39.25,38.44,11.9274718535116,0.887218045112782
120,400,747694.181247459,4309244.89231062,13,37.941034112358,27.70085,40.78,39.552,15.1869928279231,0.81
140,400,747714.204182081,4309245.51997223,13,13.3306808370694,31.2769,42.45,41.592,14.4339887580901,0.845
160,400,747734.227116703,4309246.14763385,22,47.8876306128886,33.4597506234414,41.69,41.32,12.9652952314113,0.877805486284289
180,400,747754.250051326,4309246.77529546,19,18.6221046134189,34.5234837092732,42.59,42.01,11.788905935663,0.907268170426065
200,400,747774.272985948,4309247.40295707,19,37.7942235606649,29.24295,40.76,40.14,14.6139878335277,0.8125
220,400,747794.29592057,4309248.03061868,16,30.3931614125677,28.0147381546135,41.62,40.51,16.059346437317,0.773067331670823
240,400,747814.318855193,4309248.6582803,19,38.1256026807564,25.36735,40.88,39.69,17.3017628718487,0.6875
260,400,747834.341789815,4309249.28594191,10,20.4241025245639,30.4974436090226,40.49,39.172,11.542561179135,0.889724310776942
280,400,747854.364724437,4309249.91360352,9,27.3723826314625,20.5564837905237,37.49,36.43,15.5755044173652,0.665835411471322
300,400,747874.38765906,4309250.54126513,9,24.644655540075,11.7545614035088,33.48,31.16,11.6472984227397,0.68671679197995
320,400,747894.410593682,4309251.16892675,9,29.6290671743524,21.66295,41.41,39.15,16.1738320414416,0.7125
340,400,747914.433528305,4309251.79658836,15,37.103505145865,25.1873684210526,40.65,38.491,15.0426629920225,0.771929824561403
360,400,747934.456462927,4309252.42424997,12,35.6310799390357,16.551675,34.37,32.97,11.9038686428421,0.88
380,400,747954.479397549,4309253.05191158,15,32.2793932767371,12.1171321695761,32.04,28.41,9.38498897202269,0.952618453865337
0,420,747573.418694297,4309261.06838916,16,25.6088495953699,13.4583042394015,31.02,28.86,10.9792480897923,0.763092269326683
20,420,747593.44162892,4309261.69605077,13,14.5662299578181,16.369925,33.95,31.3745,10.5899049789426,0.8225
40,420,747613.464563542,4309262.32371239,14,27.3212532110253,27.0067587939698,35.89,34.7045,10.249702891663,0.891959798994975
60,420,747633.487498165,4309262.951374,15,41.4423587597379,31.0190024937656,39.47,38.53,11.2760022172086,0.895261845386534
80,420,747653.510432787,4309263.57903561,11,40.0226534046266,28.6989974937343,39.38,37.79,13.081245042303,0.847117794486215
100,420,747673.533367409,4309264.20669722,13,35.3053556857207,25.9548370927318,39.63,38.993,15.3104656921197,0.759398496240602
120,420,747693.556302032,4309264.83435884,16,55.7645851431425,30.347525,40.42,39.561,12.9542272302212,0.8575
140,420,747713.579236654,4309265.46202045,14,43.298922208285,31.148775,41.1,40.461,14.0108161672887,0.845
160,420,747733.602171276,4309266.08968206,19,31.0852150042454,29.8674812967581,41.1,40.19,15.3123958246342,0.798004987531172
180,420,747753.625105899,4309266.71734367,12,46.92995536235,33.3434586466165,42.95,42.054,13.1662149705572,0.87719298245614
200,420,747773.648040521,4309267.34500529,17,26.179637710619,29.77015,43.01,42.001,16.4324653436627,0.78
220,420,747793.670975143,4309267.9726669,24,52.2036291402066,27.4831920199501,41.51,40.85,16.8337317694425,0.738154613466334
240,420,747813.693909765,4309268.60032851,19,34.6883272536016,25.1229323308271,40.7,39.35,16.6452883964785,0.716791979949875
260,420,747833.716844388,4309269.22799012,13,36.8570079322828,21.27365,39.4,38.36,17.1911433943619,0.6125
280,420,747853.73977901,4309269.85565174,12,15.7211972270022,21.6441396508728,37.07,35.22,13.4147788584251,0.765586034912718
300,420,747873.762713632,4309270.48331335,11,21.9132763472277,24.05725,36.76,35.962,12.6414897300114,0.8425
320,420,747893.785648255,4309271.11097496,9,14.5561179564644,26.78463840399,38.21,37.11,13.1850868192599,0.827930174563591
340,420,747913.808582877,4309271.73863657,6,36.842026462316,24.6032330827068,39.18,37.069,13.2093494117887,0.819548872180451
360,420,747933.8315175,4309272.36629819,14,38.80422596384,20.9802261306533,36.68,35.2,12.7294708812264,0.884422110552764
380,420,747953.854452122,4309272.9939598,14,35.6434892300174,16.464925,35.24,34.131,13.4079757805085,0.8125
0,440,747572.79374887,4309281.01043738,11,15.2366851000023,24.6920448877806,37.72,36.11,12.3590427949732,0.837905236907731
20,440,747592.816683493,4309281.63809899,16,17.0311235538246,25.3104260651629,36.3,35.46,11.5564064361509,0.857142857142857
40,440,747612.839618115,4309282.2657606,14,37.6519486833655,27.7961403508772,36.64,36.074,8.86999805342083,0.932330827067669
60,440,747632.862552737,4309282.89342222,11,16.7291183250442,25.09575,39.35,37.144,12.0223675389085,0.8625
80,440,747652.88548736,4309283.52108383,12,29.1535282213693,20.0582205513784,38.29,35.531,13.3585814773468,0.729323308270677
100,440,747672.908421982,4309284.14874544,12,35.9693705629651,31.229,38.87,38.3015,10.1062886449695,0.9175
120,440,747692.931356604,4309284.77640705,10,15.5504909361878,29.423709273183,41.01,39.63,12.4047589050797,0.87468671679198
140,440,747712.954291227,4309285.40406866,8,26.3635975954407,29.7377386934673,41.2,40.2705,13.9402431201514,0.834170854271357
160,440,747732.977225849,4309286.03173028,12,31.9882854474738,30.5984,40.95,40.1625,13.7433767302608,0.84
180,440,747753.000160471,4309286.65939189,12,52.4506564975492,34.2730653266332,43.39,42.4295,12.479967228157,0.889447236180904
200,440,747773.023095094,4309287.2870535,14,25.2001872960001,33.2368671679198,42.45,41.75,13.473533164675,0.87218045112782
220,440,747793.046029716,4309287.91471511,21,34.8597600377171,30.656125,42.72,41.9,15.8914569421351,0.8
240,440,747813.068964338,4309288.54237673,15,35.4069862080643,29.6194987468672,42.52,41.82,16.706499961217,0.771929824561403
260,440,747833.091898961,4309289.17003834,7,23.9910864584038,25.09965,41.77,40.19,16.5183299985911,0.7075
280,440,747853.114833583,4309289.79769995,15,32.9592339269739,23.379298245614,40.17,38.52,15.5120417322248,0.716791979949875
300,440,747873.137768205,4309290.42536156,9,48.5031078836351,22.5766666666667,37.18,36.225,14.8797146378952,0.744360902255639
320,440,747893.160702828,4309291.05302318,14,34.7620761411446,26.281875,38.49,37.4935,14.1692286075392,0.7875
340,440,747913.18363745,4309291.68068479,9,27.6531232049689,19.9965162907268,36.98,35.977,12.3251401021163,0.807017543859649
360,440,747933.206572073,4309292.3083464,9,15.7585625446258,18.65935,36.86,35.77,13.0054396206671,0.8525
380,440,747953.229506695,4309292.93600801,15,33.715199294198,23.3550872817955,37,36.16,14.2036614312952,0.810473815461347
0,460,747572.168803443,4309300.95248559,12,14.8497194248964,23.7662,41.78,39.532,15.270859682697,0.75
20,460,747592.191738065,4309301.5801472,20,36.8517261296339,24.1587218045113,41.17,39.098,14.5155529002619,0.794486215538847
40,460,747612.214672688,4309302.20780882,16,39.463764071553,24.9863,37.03,36.06,11.1954883192636,0.875
60,460,747632.23760731,4309302.83547043,12,36.7551810603983,27.8960598503741,39.3,38.69,12.4943855365684,0.855361596009975
80,460,747652.260541932,4309303.46313204,10,27.0745596479022,24.64245,36.73,35.9405,11.9395622979726,0.84
100,460,747672.283476555,4309304.09079365,16,49.3897438702944,28.705536159601,38.82,37.34,8.97568193923527,0.940149625935162
120,460,747692.306411177,4309304.71845527,16,34.9164068802522,26.3338596491228,38.61,38.16,14.0423512913364,0.799498746867168
140,460,747712.329345799,4309305.34611688,13,47.9672110817949,26.616525,42.38,41.29,16.6210931052807,0.7425
160,460,747732.352280422,4309305.97377849,13,32.5382408764388,34.028753117207,42.61,42.12,13.1376828414069,0.885286783042394
180,460,747752.375215044,4309306.6014401,14,52.62744962413,29.5095989974937,43.1,41.072,15.2493362188383,0.80952380952381
200,460,747772.398149666,4309307.22910172,10,36.1438663999179,35.5589974937343,43.9,42.85,12.899079317287,0.892230576441103
220,460,747792.421084289,4309307.85676333,16,57.7798775605122,36.5093516209476,44.39,43.46,12.3703826771266,0.905236907730673
240,460,747812.444018911,4309308.48442494,12,24.2870048514179,31.9791708542714,44.31,43.72,16.3525648260104,0.819095477386935
260,460,747832.466953533,4309309.11208655,12,28.8939148584583,26.7340547263682,42.58,41.0095,15.9648143266928,0.758706467661692
280,460,747852.489888156,4309309.73974817,17,34.0527830597804,22.5031829573935,40.86,39.2,16.9789946238372,0.646616541353383
300,460,747872.512822778,4309310.36740978,10,36.4087222955696,21.7774937343358,39.42,37.21,15.170453471369,0.709273182957393
320,460,747892.5357574,4309310.99507139,16,30.2145226003029,19.3064179104478,34.97,33.3275,11.5363651685106,0.838308457711443
340,460,747912.558692023,4309311.62273301,7,18.045818711026,21.0548120300752,36.13,34.858,12.4431079348225,0.847117794486215
360,460,747932.581626645,4309312.25039462,11,16.1126004017313,22.00025,36.9,36.042,15.0861141131534,0.7325
380,460,747952.604561268,4309312.87805623,8,13.8572510357192,23.8588778054863,36.84,35.95,14.4008644527865,0.805486284289277
0,480,747571.543858016,4309320.89453381,12,37.5113624121174,26.8872319201995,42.48,39.92,12.9337163479248,0.85785536159601
20,480,747591.566792638,4309321.52219542,10,16.8284908276681,32.7090476190476,43.63,42.356,12.8728036169297,0.887218045112782
40,480,747611.58972726,4309322.14985703,14,24.6792915990808,29.9119402985075,40.51,40.0195,11.7866716948557,0.917910447761194
60,480,747631.612661883,4309322.77751865,21,52.760142643836,31.0544110275689,38.83,36.82,8.47250813288412,0.942355889724311
80,480,747651.635596505,4309323.40518026,10,11.373704233332,25.0633082706767,37.93,35.598,11.610873178298,0.87468671679198
100,480,747671.658531128,4309324.03284187,13,56.7915521466469,21.3591293532338,35.24,33.4055,10.3149314569115,0.878109452736318
120,480,747691.68146575,4309324.66050348,9,37.6266195925959,28.9175689223058,39.25,37.972,11.5220288185333,0.882205513784461
140,480,747711.704400372,4309325.2881651,15,56.2703422904623,33.9140601503759,43.38,42.06,12.493665955251,0.899749373433584
160,480,747731.727334995,4309325.91582671,9,19.8994172815062,32.0157960199005,43.13,42.279,14.8621684105491,0.840796019900497
180,480,747751.750269617,4309326.54348832,16,45.5929131639363,35.3568170426065,45.77,44.592,13.6249377719886,0.889724310776942
200,480,747771.773204239,4309327.17114993,15,45.6860024812529,36.2117412935323,45.41,44.829,14.4801862201531,0.875621890547264
220,480,747791.796138862,4309327.79881154,8,12.602852359049,35.8354385964912,45.39,44.404,14.1258630632618,0.87218045112782
